tweet,lemmatized_tweet,label
استاذ محمد البكيري السلام عليكم ورحمه اله وبركاته الخير العبود جد النادي وقع لهلال,"['استاذ', 'محمد', 'البكيري', 'السلام', 'عليكم', 'ورحمه', 'اله', 'وبركاته', 'الخير', 'العبود', 'جد', 'النادي', 'وقع', 'لهلال']",not
انتوابتعملوا كده عشان الناس والانديةتطالب كلاتنبيرج يمشي وتاخدوا راحتكم كلب ميدويجب ان يتم معاقبةمحمدمعروف وينزل يحكم ماتشات الدرجة تانيةطردواضح لـ زكرياالوردي مينفعش التحكيم مصر يكون بالمستوي ده ولوشوفنامحمدمعروف بيحكم الدوري الجولةالجايةيبقي كلاتنبيرج ده اي كلام,"['انتوابتعملوا', 'كده', 'عشان', 'الناس', 'والانديةتطالب', 'كلاتنبيرج', 'يمشي', 'وتاخدوا', 'راحتكم', 'كلب', 'ميدويجب', 'ان', 'يتم', 'معاقبةمحمدمعروف', 'وينزل', 'يحكم', 'ماتشات', 'الدرجة', 'تانيةطردواضح', 'لـ', 'زكرياالوردي', 'مينفعش', 'التحكيم', 'مصر', 'يكون', 'بالمستوي', 'ده', 'ولوشوفنامحمدمعروف', 'بيحكم', 'الدوري', 'الجولةالجايةيبقي', 'كلاتنبيرج', 'ده', 'اي', 'كلام']",hate
خلال فتره راسه مسلي ال معمر لـ يوم سنتين ايام يحق اي بطوله يصل الي اي نهاي خروج نصف نهاي اسيا يصل لـ دوري ابطال اسيا وقع مدربين وقع اكثر اجانب,"['خلال', 'فتره', 'راسه', 'مسلي', 'ال', 'معمر', 'لـ', 'يوم', 'سنتين', 'ايام', 'يحق', 'اي', 'بطوله', 'يصل', 'الي', 'اي', 'نهاي', 'خروج', 'نصف', 'نهاي', 'اسيا', 'يصل', 'لـ', 'دوري', 'ابطال', 'اسيا', 'وقع', 'مدربين', 'وقع', 'اكثر', 'اجانب']",not
الآخر يد خفيه تعبث بالنادي قدوم مسلي ال معمر نقطه اخر السطر,"['الآخر', 'يد', 'خفيه', 'تعبث', 'بالنادي', 'قدوم', 'مسلي', 'ال', 'معمر', 'نقطه', 'اخر', 'السطر']",not
يارب تخرج رياضتنا مسارها الطبيعي فما شاهده العالم باسره فعل الدون حركه مشينه وسياه لجماهير الهلال والسعوديه عامه اترك لجهات المعنيه اتخاذ القرار يردع التصرفات,"['يارب', 'تخرج', 'رياضتنا', 'مسارها', 'الطبيعي', 'فما', 'شاهده', 'العالم', 'باسره', 'فعل', 'الدون', 'حركه', 'مشينه', 'وسياه', 'لجماهير', 'الهلال', 'والسعوديه', 'عامه', 'اترك', 'لجهات', 'المعنيه', 'اتخاذ', 'القرار', 'يردع', 'التصرفات']",not
اقوي اختبار لمصداقيه ومهنيه لجنه الانضباط لقطه مشينه وحركه اخلاقيه لاعب عالمي الدوري السعودي لجنه الانضباط السعوديه تطبق النظام ام تدس راسها كالنعامه لجنه الانضباط السعوديه علي المحك والقنوات العالميه ستعرض القطه,"['اقوي', 'اختبار', 'لمصداقيه', 'ومهنيه', 'لجنه', 'الانضباط', 'لقطه', 'مشينه', 'وحركه', 'اخلاقيه', 'لاعب', 'عالمي', 'الدوري', 'السعودي', 'لجنه', 'الانضباط', 'السعوديه', 'تطبق', 'النظام', 'ام', 'تدس', 'راسها', 'كالنعامه', 'لجنه', 'الانضباط', 'السعوديه', 'علي', 'المحك', 'والقنوات', 'العالميه', 'ستعرض', 'القطه']",not
الهلالالوحده فعلا دوري السعودي اقوي آسيا مليون والهلال يفوز الا علي الرخوم اجل وصيف العالم وتتعادل آخر الدوري وتوه صاعد يلو قسم بالله فريق ابو كلب واداره وضيعه ومدرب مليون الثوي وانديه آسيا اوضع منك,"['الهلالالوحده', 'فعلا', 'دوري', 'السعودي', 'اقوي', 'آسيا', 'مليون', 'والهلال', 'يفوز', 'الا', 'علي', 'الرخوم', 'اجل', 'وصيف', 'العالم', 'وتتعادل', 'آخر', 'الدوري', 'وتوه', 'صاعد', 'يلو', 'قسم', 'بالله', 'فريق', 'ابو', 'كلب', 'واداره', 'وضيعه', 'ومدرب', 'مليون', 'الثوي', 'وانديه', 'آسيا', 'اوضع', 'منك']",hate
النتيجة متوقعة لمن يعتمدون ناس خدمي المباراة ضمك انتهت بنتيجة,"['النتيجة', 'متوقعة', 'لمن', 'يعتمدون', 'ناس', 'خدمي', 'المباراة', 'ضمك', 'انتهت', 'بنتيجة']",hate
كلهم مزعج الاتحاد,"['كلهم', 'مزعج', 'الاتحاد']",hate
عدنان جستنيه قبول استضافه قطر لكاس العالم بالفساد الهلال الاتفاق,"['عدنان', 'جستنيه', 'قبول', 'استضافه', 'قطر', 'لكاس', 'العالم', 'بالفساد', 'الهلال', 'الاتفاق']",not
غض النظر كرهي لنادي النصر استقطاب لاعب كرستيانو يشكر اداره النصر خصوصن رايس النادي مسلي ال معمر خلال العب العالم تابع يوميات كرستيانو ترحيب وفيه ونقل ثراثنا ثقافتنا الي مشوه شعوب الغربيه نشكر اله اولن واخر,"['غض', 'النظر', 'كرهي', 'لنادي', 'النصر', 'استقطاب', 'لاعب', 'كرستيانو', 'يشكر', 'اداره', 'النصر', 'خصوصن', 'رايس', 'النادي', 'مسلي', 'ال', 'معمر', 'خلال', 'العب', 'العالم', 'تابع', 'يوميات', 'كرستيانو', 'ترحيب', 'وفيه', 'ونقل', 'ثراثنا', 'ثقافتنا', 'الي', 'مشوه', 'شعوب', 'الغربيه', 'نشكر', 'اله', 'اولن', 'واخر']",not
حسبي الله عليهم خربوا مل شي حتي الكوره دخلوا الملاعب طاح حظ الاتحاد البناتخربواتويتر,"['حسبي', 'الله', 'عليهم', 'خربوا', 'مل', 'شي', 'حتي', 'الكوره', 'دخلوا', 'الملاعب', 'طاح', 'حظ', 'الاتحاد', 'البناتخربواتويتر']",hate
صدقت انه عبدالعزيز المريسيل لاسف دورينا محتل الجان الصفرا الموظفين المنتمين لهذا النادي الاصفر,"['صدقت', 'انه', 'عبدالعزيز', 'المريسيل', 'لاسف', 'دورينا', 'محتل', 'الجان', 'الصفرا', 'الموظفين', 'المنتمين', 'لهذا', 'النادي', 'الاصفر']",not
وجود الفتح مقرف يجيب العار,"['وجود', 'الفتح', 'مقرف', 'يجيب', 'العار']",hate
الجمهور مخزي عنده وعي,"['الجمهور', 'مخزي', 'عنده', 'وعي']",hate
الوحدة حقـير وخرب شي,"['الوحدة', 'حقـير', 'وخرب', 'شي']",hate
مضغوطين ونادي الحين قروب يبون يسون حمله انه مسلي برا والرايس القادم انتبهو احد يجادلهم والخبل ماينشره,"['مضغوطين', 'ونادي', 'الحين', 'قروب', 'يبون', 'يسون', 'حمله', 'انه', 'مسلي', 'برا', 'والرايس', 'القادم', 'انتبهو', 'احد', 'يجادلهم', 'والخبل', 'ماينشره']",not
قدوم مسلي آل معمر لنادي خسر قضيه جوليانو دي باولا خسر قضيه عبدالرزاق حمداله خسر قضيه روي فيتوريا خسر قضيه محمد ابو جبل خسر قضيه بيتي مارتينيز مدرسه قانون مش مدرسه,"['قدوم', 'مسلي', 'آل', 'معمر', 'لنادي', 'خسر', 'قضيه', 'جوليانو', 'دي', 'باولا', 'خسر', 'قضيه', 'عبدالرزاق', 'حمداله', 'خسر', 'قضيه', 'روي', 'فيتوريا', 'خسر', 'قضيه', 'محمد', 'ابو', 'جبل', 'خسر', 'قضيه', 'بيتي', 'مارتينيز', 'مدرسه', 'قانون', 'مش', 'مدرسه']",not
طاقيه يعرفون يلعبون الضغط خيبوا الآمال المباراة الوحدة انتهت بنتيجة,"['طاقيه', 'يعرفون', 'يلعبون', 'الضغط', 'خيبوا', 'الآمال', 'المباراة', 'الوحدة', 'انتهت', 'بنتيجة']",hate
اتمني ان يكون راس النصر القادم سمو سيدي تركي بن سلمان ونابه سعود السويلم ويش راكم يانصراوين مكن تحق الامنيه قصور المطلق الوافي المبدع والمخلص مسلي ال معمر الان يواجه عواصف التحديات بكل شجاعه واستبسال لجل ناديه النصر وجماهيره الوفيه العالم,"['اتمني', 'ان', 'يكون', 'راس', 'النصر', 'القادم', 'سمو', 'سيدي', 'تركي', 'بن', 'سلمان', 'ونابه', 'سعود', 'السويلم', 'ويش', 'راكم', 'يانصراوين', 'مكن', 'تحق', 'الامنيه', 'قصور', 'المطلق', 'الوافي', 'المبدع', 'والمخلص', 'مسلي', 'ال', 'معمر', 'الان', 'يواجه', 'عواصف', 'التحديات', 'بكل', 'شجاعه', 'واستبسال', 'لجل', 'ناديه', 'النصر', 'وجماهيره', 'الوفيه', 'العالم']",not
لمن تهدي آول دوري سيدات عبد العزيز العلوني مدرب سيدات النصر مسلي ال معمر واحمد الغامدي وجمهور النصر,"['لمن', 'تهدي', 'آول', 'دوري', 'سيدات', 'عبد', 'العزيز', 'العلوني', 'مدرب', 'سيدات', 'النصر', 'مسلي', 'ال', 'معمر', 'واحمد', 'الغامدي', 'وجمهور', 'النصر']",not
اجل كلي تبن ولاتقولين كلام منتي بقده وتلفين وتدورين علي موضوع الاتهام الاعراض ولاتعرفين موضوع رهف الي يفشلكم حتي,"['اجل', 'كلي', 'تبن', 'ولاتقولين', 'كلام', 'منتي', 'بقده', 'وتلفين', 'وتدورين', 'علي', 'موضوع', 'الاتهام', 'الاعراض', 'ولاتعرفين', 'موضوع', 'رهف', 'الي', 'يفشلكم', 'حتي']",hate
اعترفات السماري انا لقبت النصر بالفقر موس احمد البربري السوداني بطولات النصر الرسميه بطوله بطولات الدوري النصر فقر فني وجماهيره اخيرا يعترفوا بطولاتهم فكيف يعترف بموس النادي,"['اعترفات', 'السماري', 'انا', 'لقبت', 'النصر', 'بالفقر', 'موس', 'احمد', 'البربري', 'السوداني', 'بطولات', 'النصر', 'الرسميه', 'بطوله', 'بطولات', 'الدوري', 'النصر', 'فقر', 'فني', 'وجماهيره', 'اخيرا', 'يعترفوا', 'بطولاتهم', 'فكيف', 'يعترف', 'بموس', 'النادي']",not
اللاعبين طحلبي يضحكون جمهورهم باللعب المباراة الوحدة انتهت بنتيجة,"['اللاعبين', 'طحلبي', 'يضحكون', 'جمهورهم', 'باللعب', 'المباراة', 'الوحدة', 'انتهت', 'بنتيجة']",hate
المفروض يعاقبون مسلي ال معمر يشكو رايس الهلال الهلال وريسهم ومشجعينهم واي شي يتعلق فيهم منزه الغلط حتي يذبحك لايصدق يخلق مثلهم انفسهم لذلك اطالب بمهاقبه مسلي تجرا وشكي رايس الهلال تفوا علي رياضه,"['المفروض', 'يعاقبون', 'مسلي', 'ال', 'معمر', 'يشكو', 'رايس', 'الهلال', 'الهلال', 'وريسهم', 'ومشجعينهم', 'واي', 'شي', 'يتعلق', 'فيهم', 'منزه', 'الغلط', 'حتي', 'يذبحك', 'لايصدق', 'يخلق', 'مثلهم', 'انفسهم', 'لذلك', 'اطالب', 'بمهاقبه', 'مسلي', 'تجرا', 'وشكي', 'رايس', 'الهلال', 'تفوا', 'علي', 'رياضه']",not
مسلي ال معمر ونعم الرجل وحمداله انت عارف تم اخذه بالنظام منع ناديك التسجيل ولما تم ايقاف حامد ومشعل واذا تشوف عدم الوفا بالعقود شطاره وانجاز وانت اعلامي كبير فعلي الدنيا السلام اما حمداله اذا غدر بجمهور النصر فاحسن شي نقول حسبنا اله ونعم الوكيل,"['مسلي', 'ال', 'معمر', 'ونعم', 'الرجل', 'وحمداله', 'انت', 'عارف', 'تم', 'اخذه', 'بالنظام', 'منع', 'ناديك', 'التسجيل', 'ولما', 'تم', 'ايقاف', 'حامد', 'ومشعل', 'واذا', 'تشوف', 'عدم', 'الوفا', 'بالعقود', 'شطاره', 'وانجاز', 'وانت', 'اعلامي', 'كبير', 'فعلي', 'الدنيا', 'السلام', 'اما', 'حمداله', 'اذا', 'غدر', 'بجمهور', 'النصر', 'فاحسن', 'شي', 'نقول', 'حسبنا', 'اله', 'ونعم', 'الوكيل']",not
حوار اللاعب دي دوركم كومبارس وعموله لمرتضي وعياله تاليف تركي الشيخ حتي يكون بطل القصه بدليل بسيط قدوم اللاعب للنادي للجلوس مسيولي لعمل تمديد العقد يعلم بذلك دخول النادي الاهلي وكان يستطيع عدم القدوم للنادي وبعلم مرتضي,"['حوار', 'اللاعب', 'دي', 'دوركم', 'كومبارس', 'وعموله', 'لمرتضي', 'وعياله', 'تاليف', 'تركي', 'الشيخ', 'حتي', 'يكون', 'بطل', 'القصه', 'بدليل', 'بسيط', 'قدوم', 'اللاعب', 'للنادي', 'للجلوس', 'مسيولي', 'لعمل', 'تمديد', 'العقد', 'يعلم', 'بذلك', 'دخول', 'النادي', 'الاهلي', 'وكان', 'يستطيع', 'عدم', 'القدوم', 'للنادي', 'وبعلم', 'مرتضي']",hate
